ENCFF486ADH_PTBP1	ENCFF983TGB_PTBP1	ENCFF138XJC_FUS	ENCFF169XEG_FUS	ENCFF020XNK_U2AF2	ENCFF298TSM_U2AF2	ENCFF703PUD_PCBP1	ENCFF793CAH_PCBP1	ENCFF714YYN_SRSF1	ENCFF801DDP_SRSF1	ENCFF078KLK_HNRNPC	ENCFF682EBX_HNRNPC	ENCFF196EOX_HNRNPA1	ENCFF786LGW_HNRNPA1	ENCFF758ALR_HNRNPL	ENCFF888EAZ_HNRNPL
chr2_-_178465770_178465931_178469652_178469785_178477062_178477213	0.9	0.91	0.83	0.92	0.73	0.77	0.88	0.89	0.74	0.69	0.84	0.89	0.96	0.95	0.94	0.93
chr2_-_178469652_178469785_178477062_178477213_178478279_178478317	0.75	0.93	0.81	0.86	0.47	0.37	0.81	0.91	0.83	0.79	0.73	0.68	0.9	0.66	0.77	0.59
chr2_-_187503648_187503770_187513616_187513646_187529364_187529485	0.14	0.12	0.14	0.12	0.04	0.03	0.19	0.04	0.18	0.2	0.12	0.1	0.04	0.07	0	0.11
chr2_-_187503648_187503770_187513616_187513646_187554200_187554349	0.14	0.14	0.17	0.18	0.02	0.02	0.17	0.23	0.26	0.3	0.09	0.11	0.08	0.05	0.07	0.08
chr2_-_187503648_187503770_187529364_187529485_187554200_187554349	0.08	0.07	0.08	0.08	0.03	0.04	0.1	0.13	0.06	0.06	0.07	0.08	0.16	0.08	0.09	0.11
chr2_-_197408369_197408581_197409770_197410007_197416741_197416911	1	0.99	0.99	1	1	0.99	0.99	0.99	0.98	0.98	0.99	0.98	0.98	0.99	1	0.98
chr2_-_197418509_197418588_197418896_197418951_197420428_197420542	0.02	0.01	0	0.01	0.02	0	0.03	0.01	0.01	0	0.01	0.02	0.01	0.03	0.06	0.05
chr2_-_197494157_197494250_197494657_197494752_197495294_197495376	1	1	1	1	0.99	0.99	1	1	1	1	0.99	0.99	1	1	1	1
chr2_-_200859680_200859746_200860125_200860215_200861238_200861466	0.5	0.55	0.67	0.56	0.52	0.44	0.58	0.55	0.47	0.39	0.58	0.57	0.58	0.59	0.4	0.32
chr2_-_200881421_200881488_200882342_200882435_200885698_200885772	0.9	0.82	0.75	0.79	0.13	0.16	0.89	0.88	0.21	0.23	0.69	0.6	0.8	0.74	0.53	0.51
chr2_-_200881421_200881488_200885262_200885367_200885698_200885772	0.5	0.38	0.32	0.23	0.01	0	0.39	0.23	0.11	0.11	0.55	0.54	0.29	0.26	0.27	0.25
chr2_-_200882342_200882435_200885262_200885367_200885698_200885772	0.1	0.09	0.05	0.07	0	0.01	0.04	0.01	0.02	0.05	0.15	0.38	0.05	0.11	0.03	0.1
chr2_-_200885698_200885772_200887613_200887685_200888956_200889015	0.98	0.96	0.97	0.95	0.94	0.84	0.95	0.97	0.96	0.98	0.91	0.93	0.94	0.82	0.98	0.85
chr2_-_202214357_202214434_202220032_202220106_202238440_202238462	0.98	0.98	0.96	0.97	0.97	0.97	0.97	0.96	0.98	0.98	0.98	0.96	0.95	0.98	0.99	0.97
chr2_-_206138485_206138614_206141941_206142069_206142686_206142831	1	0.99	0.98	0.97	0.95	1	1	0.98	0.98	1	0.96	0.97	0.97	1	0.99	0.97
chr2_-_207612980_207613443_207620641_207620694_207621806_207621917	0.03	0.05	0.04	0.06	0	0	0.09	0.1	0.05	0.05	0.06	0.14	0.1	0.1	0.13	0.04
chr2_-_215379205_215379317_215380811_215381080_215382212_215382325	0.69	0.71	0.77	0.76	0.19	0.16	0.78	0.76	0.45	0.45	0.33	0.34	0.82	0.81	0.84	0.84
chr2_-_218280026_218280126_218281940_218282181_218292466_218292513	0.96	0.98	0.96	1	0.97	0.97	0.95	0.99	0.96	0.96	0.95	0.94	0.98	1	0.99	1
chr2_-_224535607_224535641_224557659_224557856_224584944_224585363	0.94	0.88	0.94	0.9	0.86	0.85	0.91	0.82	0.81	0.86	0.91	0.91	0.93	0.87	0.81	0.88
chr2_-_229859376_229859574_229860406_229860531_229879982_229880128	0.67	0.68	0.6	0.67	0.1	0.09	0.4	0.6	0.59	0.64	0.52	0.47	0.65	0.58	0.61	0.57
chr2_-_241268499_241268541_241268829_241269295_241272761_241272812	0.09	0.05	0.07	0.06	0.17	0.07	0.07	0.06	0.03	0.02	0.05	0.07	0.1	0.12	0.1	0.16
chr2_-_241268499_241268541_241268954_241269295_241272761_241272812	0.11	0.05	0.07	0.06	0.17	0.07	0.07	0.06	0.05	0.02	0.05	0.07	0.1	0.12	0.1	0.16
chr2_-_241678452_241678649_241680229_241680319_241685769_241685877	0.53	0.75	0.77	0.87	0.85	0.91	0.78	0.65	0.8	0.86	0.8	0.81	0.8	0.83	0.8	0.8
chr20_+_2923207_2923285_2947982_2948024_2964272_2964350	0.78	0.7	0.88	0.82	0.86	0.86	0.82	0.73	0.91	0.9	0.84	0.9	0.87	0.65	0.79	0.69
chr20_+_3209525_3209617_3213258_3213383_3213985_3214058	0.93	0.97	0.95	0.7	0.65	0.72	0.83	0.63	0.48	0.55	0.77	0.88	1	0.86	1	0.95
chr20_+_3213169_3213226_3213319_3213383_3213985_3214058	0.97	0.97	0.95	0.93	0.86	0.82	0.96	0.99	0.92	0.93	0.94	0.95	0.97	0.95	0.99	0.99
chr20_+_3540222_3540335_3545762_3545890_3547284_3547489	0.96	0.94	0.97	0.97	0.99	0.96	1	0.94	0.96	1	1	0.96	0.97	1	0.94	0.98
chr20_+_3854558_3854741_3857635_3857809_3861332_3861504	0.94	0.89	0.86	0.93	0.93	0.95	0.79	0.9	0.82	0.83	0.8	0.79	0.86	0.89	0.9	0.84
chr20_+_6015361_6015490_6031285_6031370_6032012_6032080	0.99	0.95	0.99	0.98	0.96	0.97	0.97	0.95	0.99	0.99	0.98	0.98	0.99	0.98	0.99	0.99
chr20_+_8790175_8790261_8802056_8802173_8881622_8884896	0.37	0.29	0.51	0.49	0.19	0.28	0.43	0.46	0.2	0.24	0.37	0.42	0.57	0.47	0.48	0.43
chr20_+_13793180_13793227_13794838_13794941_13798461_13798500	1	0.87	0.94	0.95	0.54	0.52	0.93	0.88	0.93	0.89	0.52	0.47	0.94	0.9	0.91	0.84
chr20_+_13808842_13808902_13814418_13814515_13816463_13816546	0.3	0.29	0.36	0.55	0.21	0.12	0.22	0.28	0.3	0.22	0.36	0.39	0.04	0.21	0.23	0.34
chr20_+_17975684_17975903_17988166_17988298_17989939_17990231	0.89	0.97	0.97	0.97	0.97	0.96	0.95	0.93	0.98	0.97	1	0.95	0.92	0.96	0.95	0.99
chr20_+_25209849_25209925_25213263_25213406_25214867_25214942	0.98	0.98	0.98	0.94	0.97	0.94	0.96	0.97	0.96	0.92	0.93	0.94	1	0.97	0.98	0.97
chr20_+_25218550_25218614_25221232_25221333_25222838_25222883	0.86	0.92	0.85	0.84	0.85	0.84	0.47	0.55	0.58	0.68	0.6	0.77	0.93	0.84	0.89	0.83
chr20_+_31550064_31550121_31554746_31554829_31559611_31559647	0.96	0.97	0.96	0.97	0.93	0.86	0.94	0.93	0.95	0.97	0.9	0.87	0.98	0.96	0.98	0.98
chr20_+_31561634_31561736_31566210_31566295_31569120_31569418	0.98	0.94	0.96	0.95	0.9	0.95	0.95	0.95	0.94	0.96	0.93	0.95	0.96	0.95	0.91	0.88
chr20_+_31739290_31739621_31742541_31742647_31757407_31757582	0.96	0.93	0.94	0.95	0.75	0.81	0.98	0.95	0.96	0.96	0.95	0.98	0.97	0.96	1	0.96
chr20_+_32216665_32216721_32222633_32222833_32228263_32228455	0.01	0.02	0.01	0.01	0.04	0.04	0	0.01	0	0	0	0	0	0	0.02	0
chr20_+_32366384_32366466_32367727_32367729_32369015_32369123	0.96	0.97	0.93	0.9	0.96	0.92	0.95	0.94	0.94	0.89	0.96	0.94	0.98	0.94	0.9	0.95
chr20_+_32369015_32369123_32371778_32371874_32428128_32428193	0.15	0.1	0.18	0.29	0.17	0.08	0.07	0.03	0.09	0.07	0.12	0.19	0.09	0.05	0.15	0.19
chr20_+_33018637_33018822_33019062_33019115_33019580_33019750	0.94	0.93	0.95	0.95	0.47	0.4	0.91	0.92	0.88	0.97	0.78	0.83	0.88	0.9	0.86	0.86
chr20_+_33020542_33020587_33021281_33021344_33021723_33021799	0.99	1	0.96	0.96	1	0.98	0.92	0.91	0.97	0.95	0.96	0.98	0.98	0.97	0.97	0.96
chr20_+_34925698_34925766_34926105_34926281_34926877_34926938	0.97	0.99	0.99	0.98	0.75	0.83	0.93	0.93	0.94	0.95	0.94	0.97	0.97	0.95	0.96	0.98
chr20_+_35474001_35474052_35474794_35474852_35475502_35475646	0	0.08	0.21	0.19	0	0	0.15	0.25	0	0.08	0	0.12	0.24	0.21	0.25	0.09
chr20_+_35498595_35498716_35500049_35500169_35501845_35501966	0.86	0.96	0.96	0.88	0.9	0.95	0.79	0.75	0.9	0.94	0.97	0.91	0.89	0.97	0.79	0.9
chr20_+_35542323_35542393_35542513_35542600_35542822_35542941	0.99	0.99	0.99	0.99	0.69	0.62	1	0.99	1	1	0.98	0.97	0.98	1	0.99	0.99
chr20_+_36197880_36198041_36209488_36209898_36212272_36212376	0.4	0.4	0.36	0.27	0.7	0.65	0.17	0.19	0.35	0.32	0.32	0.27	0.08	0.6	0.55	0.2
chr20_+_36212272_36212376_36214357_36214440_36218876_36218962	0.36	0.41	0.42	0.3	0.14	0.1	0.3	0.35	0.44	0.46	0.27	0.42	0.08	0.56	0.41	0.29
chr20_+_36212272_36212376_36214360_36214440_36218876_36218962	0.39	0.49	0.42	0.41	0.21	0.13	0.26	0.35	0.46	0.53	0.27	0.34	0.48	0.38	0.41	0.31
chr20_+_36607715_36607818_36607890_36608000_36609601_36609730	0.11	0.17	0.07	0.06	0.05	0.01	0.15	0.13	0.06	0.05	0.05	0.02	0.05	0.06	0.08	0.08
chr20_+_36607715_36607818_36609601_36609730_36612010_36612557	0.97	0.97	0.98	0.99	0.96	1	0.97	0.96	0.98	0.98	0.99	0.99	0.98	0.99	0.99	0.99
chr20_+_36607890_36608000_36609601_36609730_36612010_36612557	0.85	0.92	0.89	0.84	0.53	0.62	0.83	0.87	0.9	0.89	0.75	0.88	0.86	0.97	0.94	0.92
chr20_+_37229991_37230059_37232296_37232391_37234020_37234095	0.97	0.96	0.96	0.96	0.95	0.96	0.94	0.96	0.98	0.98	0.94	0.95	1	0.99	0.95	0.94
chr20_+_37344685_37344887_37345049_37345229_37365204_37365277	0.11	0.07	0.07	0.09	0.05	0.06	0.02	0.01	0	0.03	0.02	0.05	0.04	0.08	0.05	0.04
chr20_+_38040435_38040564_38048348_38048481_38057532_38057644	1	1	0.97	0.98	0.96	0.58	0.96	0.97	0.92	0.95	1	0.9	1	0.97	1	0.87
chr20_+_44531916_44531978_44582585_44582731_44589797_44589866	0.11	0.11	0.05	0.06	0.03	0.02	0.07	0.04	0	0.03	0	0.05	0.04	0.04	0.28	0.4
chr20_+_44885752_44885886_44887648_44887742_44901531_44901756	0.08	0.08	0.16	0.08	0.08	0.06	0.09	0.1	0.1	0.08	0.15	0.15	0.16	0.15	0.08	0.08
chr20_+_44938102_44938191_44938674_44938748_44939126_44939184	0.94	0.91	0.89	0.87	0.29	0.48	0.86	0.83	1	0.87	0.7	0.88	0.92	0.89	0.91	0.95
chr20_+_45416665_45416694_45418852_45418979_45419295_45419395	0.99	0.99	0.96	0.96	0.87	0.9	0.86	0.9	0.78	0.95	0.95	0.96	0.94	0.96	0.95	0.97
chr20_+_45420601_45420693_45421383_45421583_45424216_45424262	0.97	0.98	0.98	0.97	0.97	0.95	0.98	0.96	0.97	0.97	0.98	0.95	0.99	0.99	1	1
chr20_+_45892725_45892880_45893220_45893311_45893988_45894072	1	1	0.99	1	0.95	0.95	1	0.99	0.99	1	1	1	1	1	0.99	1
chr20_+_49070205_49070297_49072286_49072453_49072568_49072697	0.95	1	0.99	0.99	0.97	0.92	0.94	0.97	0.96	0.96	0.99	0.99	0.98	0.99	1	0.99
chr20_+_49279104_49279208_49280485_49280570_49289045_49289260	0.34	0.43	0.58	0.61	0.54	0.56	0.52	0.52	0.58	0.6	0.81	0.8	0.62	0.61	0.58	0.65
chr20_+_49280485_49280570_49280903_49280964_49289045_49289260	0.72	0.76	0.43	0.42	0.23	0.21	0.47	0.46	0.54	0.54	0.43	0.46	0.6	0.6	0.55	0.52
chr20_+_57392654_57392777_57393279_57393333_57407543_57407713	0.95	0.88	0.9	0.95	0.87	0.78	0.93	0.92	0.9	0.97	0.9	0.85	0.94	0.87	0.73	0.91
chr20_+_58311043_58311122_58343718_58343799_58353273_58353344	0.93	0.9	0.95	1	0.77	0.81	0.95	0.93	0.83	0.85	0.98	0.9	1	0.93	0.9	0.98
chr20_+_58418211_58418363_58434602_58434705_58438945_58439025	0.88	0.88	0.94	0.96	0.95	0.9	0.89	0.91	0.92	0.94	0.88	0.9	0.96	0.94	0.91	0.92
chr20_+_58652073_58652087_58659623_58659634_58667490_58667597	0.46	0.52	0.27	0.25	0.78	0.88	0.25	0.3	0.16	0.17	0.18	0.11	0.47	0.41	0.22	0.11
chr20_+_58667987_58668127_58669291_58669453_58670512_58670603	0.56	0.5	0.36	0.32	0.35	0.54	0.45	0.34	0.29	0.23	0.6	0.52	0.3	0.3	0.34	0.25
chr20_+_58670512_58670603_58671154_58671297_58673631_58673711	0.97	0.98	0.92	0.95	0.93	0.98	0.96	0.96	0.99	0.97	0.82	0.94	0.98	0.98	0.99	0.96
chr20_+_58701016_58701158_58705498_58705569_58707123_58707200	0.12	0.07	0.16	0.19	0.22	0.19	0.13	0.13	0.11	0.09	0.17	0.04	0.08	0.11	0.11	0.17
chr20_+_58895612_58895684_58898941_58898985_58903528_58903585	0.13	0.14	0.06	0.08	0.01	0	0.1	0.1	0.07	0.08	0.09	0.08	0.15	0.15	0.18	0.21
chr20_+_58895612_58895684_58898941_58898985_58903531_58903585	0.62	0.64	0.47	0.46	0.1	0.08	0.59	0.62	0.45	0.44	0.49	0.48	0.6	0.65	0.78	0.79
chr20_+_62143795_62143889_62154281_62154465_62158672_62158748	0.09	0.12	0	0.07	0.1	0.19	0.16	0.12	0.47	0.61	0.29	0.26	0.38	0.22	0.12	0.28
chr20_+_62303568_62303781_62304461_62304485_62306197_62306320	0	0.06	0	0.06	0.1	0.02	0.03	0	0.17	0.07	0.12	0.05	0	0.06	0.11	0.19
chr20_+_62303568_62303781_62304461_62304577_62306197_62306320	0.86	0.85	0.85	0.86	0.74	0.7	0.89	0.86	0.94	0.91	0.85	0.83	0.85	0.92	0.94	0.96
chr20_+_62387611_62387674_62387843_62387914_62388309_62388364	0.99	0.99	0.99	1	0.99	0.99	0.99	0.99	1	1	0.99	0.99	0.99	0.99	0.99	0.99
chr20_+_63873668_63873816_63875816_63875875_63882719_63882820	0.56	0.58	0.72	0.7	0.25	0.25	0.56	0.59	0.7	0.71	0.68	0.66	0.45	0.48	0.63	0.62
chr20_+_64024555_64024693_64025939_64026058_64026982_64027158	0.99	0.97	1	0.99	0.93	0.97	0.99	0.98	0.95	0.96	0.98	0.96	1	0.94	0.99	0.98
chr20_-_283963_284081_289559_289676_290259_290307	0.61	0.64	0.81	0.89	0.76	0.73	0.83	0.77	0.84	0.75	0.53	0.59	0.68	0.78	0.78	0.67
chr20_-_505118_505229_508451_508660_543672_543696	0.97	0.96	0.98	0.97	0.91	0.92	0.98	0.95	0.96	0.95	0.97	0.94	0.99	0.97	0.97	0.99
chr20_-_1372076_1372240_1375491_1375603_1392834_1392881	1	1	0.98	0.99	0.8	0.81	0.99	0.98	0.99	0.99	0.98	0.94	0.98	0.96	0.98	0.97
chr20_-_2658395_2658522_2658759_2658837_2659525_2659585	0.85	0.7	0.98	0.9	0.6	0.54	0.92	1	1	0.98	0.98	1	0.9	0.96	1	0.91
chr20_-_5099850_5100931_5106188_5106310_5109332_5109445	1	1	0.99	0.99	0.93	0.94	1	1	0.99	1	1	1	1	0.99	0.98	1
chr20_-_14322988_14327558_14329134_14329327_14337404_14337608	0.13	0.33	0.58	0.35	0.26	0.17	0.33	0.37	0.6	0.56	0.22	0.39	0.29	0.5	0	0.06
chr20_-_17659980_17660528_17679995_17680075_17682028_17682060	0.17	0.2	0.23	0.26	0.26	0.04	0.15	0.2	0.17	0.14	0.24	0.22	0.26	0.11	0.18	0.31
chr20_-_17659980_17660528_17679999_17680075_17682028_17682060	0.47	0.46	0.48	0.46	0.46	0.41	0.51	0.47	0.51	0.54	0.48	0.41	0.5	0.5	0.47	0.49
chr20_-_17952587_17952710_17953996_17954117_17955365_17955475	0.99	0.99	0.99	0.99	0.98	1	0.99	0.99	0.98	0.98	0.98	0.99	0.99	0.99	0.97	0.97
chr20_-_17953996_17954117_17955365_17955475_17956933_17957037	0.95	0.95	0.98	0.97	0.86	0.89	0.92	0.92	0.92	0.93	0.96	0.97	0.97	0.96	0.97	0.96
chr20_-_18493958_18494063_18495838_18495880_18497069_18497174	0.96	0.96	0.96	0.93	0.73	0.85	0.94	0.88	0.97	0.99	0.94	0.97	0.82	0.95	0.9	0.93
chr20_-_25676949_25677037_25685567_25685662_25685996_25686122	0.94	0.85	0.96	0.79	0.86	0.93	0.88	0.81	0.93	0.72	0.93	0.89	0.78	0.78	0.89	0.95
chr20_-_28583025_28583110_28583870_28583946_28586299_28586403	0.73	0.64	0.46	0.56	0.19	0.26	0.51	0.57	0.76	0.78	0.36	0.32	0.43	0.43	0.61	0.78
chr20_-_28600392_28600461_28600591_28600719_28601657_28601756	0.14	0.07	0.09	0.14	0.03	0.04	0.12	0.14	0.07	0.1	0.05	0.01	0.14	0.18	0.1	0.1
chr20_-_28600392_28600461_28601603_28601756_28602609_28602736	0.24	0.34	0.11	0.1	0.02	0.05	0.17	0.16	0.29	0.25	0.43	0.2	0.24	0.24	0.08	0.06
chr20_-_28600392_28600461_28601657_28601756_28602609_28602736	0.62	0.73	0.45	0.39	0.09	0.13	0.51	0.46	0.51	0.49	0.45	0.44	0.49	0.6	0.52	0.48
chr20_-_33385650_33385770_33387323_33387533_33392142_33392242	0.97	0.94	0.9	0.9	0.88	0.67	0.87	0.93	0.93	0.95	0.94	0.92	0.94	0.96	0.95	0.88
chr20_-_34090517_34090602_34093675_34093731_34096657_34096805	0.95	0.96	0.96	0.95	0.93	0.94	0.95	0.95	0.99	0.97	0.91	0.98	0.98	0.97	0.97	0.95
chr20_-_34644164_34644226_34645275_34645334_34657180_34657244	1	0.95	0.98	0.96	0.94	0.93	0.98	0.97	0.98	0.99	0.98	0.99	0.97	0.99	0.99	0.98
chr20_-_34736690_34736758_34740363_34743341_34746807_34746928	0.89	0.85	0.95	0.92	0.98	0.99	0.95	0.97	0.84	0.91	0.81	0.85	0.87	0.82	0.78	0.68
chr20_-_35142373_35142478_35144979_35145018_35146825_35146935	0.99	0.99	0.96	0.98	0.76	0.76	0.93	0.97	1	0.97	0.96	1	1	1	0.9	0.98
chr20_-_35279942_35280118_35280654_35280829_35284176_35284261	0.84	0.84	0.87	0.84	0.85	0.89	0.8	0.8	0.73	0.75	0.72	0.76	0.83	0.85	0.86	0.87
chr20_-_35366557_35366614_35374184_35374256_35381918_35382025	0.99	0.96	0.98	0.98	0.96	0.95	0.95	0.96	1	0.99	0.94	0.96	1	0.94	0.91	0.92
chr20_-_35381984_35382025_35384038_35384133_35394092_35394196	0.93	0.96	0.97	0.96	0.93	0.9	0.94	0.97	0.98	0.94	0.96	0.93	0.97	0.96	0.98	0.97
chr20_-_35630439_35630490_35630741_35630795_35630901_35631034	0.99	0.98	0.99	0.99	0.91	0.9	0.95	0.95	0.99	0.98	0.96	0.96	0.97	0.99	0.99	0.99
chr20_-_35631945_35632025_35632163_35632234_35632311_35632385	0.95	0.94	0.96	0.97	0.79	0.89	0.96	0.97	0.76	0.77	0.89	0.84	0.92	0.87	0.95	0.98
chr20_-_35632795_35632923_35655202_35655344_35658930_35658982	0.42	0.39	0.48	0.53	0.62	0.71	0.47	0.5	0.37	0.42	0.55	0.6	0.53	0.3	0.52	0.59
chr20_-_35632795_35632923_35658930_35658982_35664760_35664900	0.1	0.09	0.14	0.12	0.24	0.19	0.1	0.07	0.23	0.18	0.2	0.21	0.24	0.3	0.14	0.09
chr20_-_35632795_35632923_35658930_35659014_35664760_35664900	0.14	0.14	0.24	0.21	0.24	0.24	0.17	0.11	0.33	0.27	0.2	0.21	0.26	0.36	0.24	0.12
chr20_-_35709224_35709256_35710283_35710420_35713019_35713096	0.03	0.05	0.06	0.08	0.01	0.04	0.03	0.03	0.02	0.04	0.11	0.06	0.02	0.04	0.09	0.1
chr20_-_35729312_35729365_35729462_35729527_35731941_35732135	0.96	0.96	0.99	1	0.9	0.89	0.97	0.96	0.97	0.98	0.98	0.99	0.99	0.99	0.99	0.98
chr20_-_35732060_35732135_35734186_35734257_35738968_35739017	0.04	0.05	0.04	0.04	0	0	0.05	0.05	0.04	0.02	0.08	0.08	0.06	0.07	0.04	0.02
chr20_-_41533156_41533570_41551305_41551360_41618340_41618375	0.63	0.62	0.91	0.85	0.82	0.93	0.91	0.94	0.88	0.87	0.88	0.67	0.91	0.8	0.58	0.4
chr20_-_44943453_44943579_44948730_44948877_44951833_44952002	0.95	0.95	0.95	0.92	0.88	0.89	0.85	0.89	0.97	0.97	0.95	0.92	0.89	0.93	0.95	0.95
chr20_-_46355104_46355241_46355802_46355874_46356574_46356637	0.99	0.98	1	0.99	0.68	0.61	0.86	0.8	0.91	0.92	0.98	0.97	0.93	0.96	0.95	0.84
chr20_-_46393093_46393143_46393529_46393601_46394049_46394089	0.9	0.97	0.94	0.94	0.93	0.83	0.82	0.98	0.92	0.97	0.9	0.89	0.93	0.94	0.97	0.87
chr20_-_46394405_46394532_46398697_46398771_46406548_46406559	0.69	0.61	0.69	0.71	0.48	0.56	0.57	0.64	0.71	0.73	0.7	0.76	0.7	0.57	0.58	0.6
chr20_-_47210761_47210897_47212642_47212725_47220258_47220324	0.28	0.19	0.71	0.6	0.5	0.47	0.66	0.58	0.52	0.47	0.65	0.63	0.5	0.66	0.61	0.39
chr20_-_47657668_47658392_47659399_47659452_47659697_47659721	0.98	1	0.84	0.81	0.69	0.7	0.79	0.85	0.97	0.98	0.86	0.92	0.92	0.91	0.97	0.98
chr20_-_49153933_49154071_49165997_49166285_49174195_49174263	0.12	0.12	0.02	0.03	0	0	0.05	0.03	0.09	0.08	0.06	0.04	0.05	0.06	0.04	0.05
chr20_-_49153933_49154071_49174195_49174269_49188116_49188334	0.88	0.88	0.93	0.93	0.79	0.76	0.93	0.91	0.91	0.89	0.99	0.93	0.9	0.96	0.86	0.95
chr20_-_49174195_49174269_49179122_49179244_49188116_49188334	0.09	0.07	0.02	0.06	0.01	0.01	0.04	0.05	0.02	0.05	0.21	0.26	0.03	0.04	0.07	0.09
chr20_-_50084129_50084254_50096672_50096820_50115485_50115621	0.83	0.86	0.88	0.76	0.58	0.48	0.82	0.82	0.81	0.68	0.77	0.81	0.8	0.9	0.91	0.93
chr20_-_50936148_50936262_50940865_50940933_50942031_50942126	0.97	0.97	0.94	0.97	0.82	0.83	0.97	0.96	0.9	0.93	0.91	0.87	0.91	0.96	0.91	0.93
chr20_-_50942031_50942126_50945737_50945762_50945847_50945861	0.96	0.96	0.99	0.98	0.8	0.74	0.97	0.95	0.99	0.97	0.96	0.96	0.98	1	0.95	0.96
chr20_-_53568820_53569264_53571721_53571853_53575727_53576027	0.9	0.9	0.86	0.96	0.75	0.63	0.86	0.79	0.88	0.85	0.79	0.7	0.92	0.95	0.91	0.84
chr20_-_56388156_56388202_56388687_56388784_56392154_56392215	0.05	0.12	0.12	0.25	0.2	0	0.15	0.3	0.04	0.06	0.23	0.25	0	0.17	0.16	0.33
chr20_-_56388156_56388202_56388687_56388784_56392168_56392196	0.07	0.21	0.32	0.24	0.03	0.23	0.09	0	0.09	0.08	0.2	0.16	0	0.19	0	0.1
chr20_-_56388156_56388202_56390556_56390665_56392154_56392215	0.3	0.32	0.23	0.36	0.43	0	0.15	0.3	0.25	0.18	0.44	0.31	0.12	0.29	0.24	0.48
chr20_-_56388156_56388202_56390556_56390665_56392168_56392196	0.38	0.38	0.3	0.26	0.15	0.09	0.35	0.37	0.2	0.23	0.27	0.28	0.35	0.37	0.18	0.13
chr20_-_59036690_59036760_59037191_59037280_59038466_59038634	0.97	0.9	0.89	0.89	0.28	0.38	0.8	0.78	0.97	0.93	0.95	0.89	0.7	0.8	0.95	0.97
chr21_+_15842518_15842540_15849777_15849872_15864268_15864446	0	0.04	0.08	0.02	0.01	0.02	0.03	0.18	0.04	0.09	0.09	0.07	0.13	0	0	0.16
chr21_+_33252662_33252830_33260597_33260727_33262793_33262855	0.82	0.74	0.64	0.89	0.4	0.31	0.58	0.67	0.57	0.57	1	1	0.62	0.73	0.73	0.75
chr21_+_37156741_37156906_37157161_37157214_37159699_37159745	0.08	0.08	0.2	0.21	0.02	0.06	0.17	0.18	0.2	0.15	0.05	0.07	0.16	0.19	0.12	0.13
chr21_+_42893321_42893381_42896927_42897047_42908864_42909105	0.89	0.89	0.93	0.92	0.89	0.81	0.91	0.94	0.97	0.99	0.79	0.84	0.9	0.9	0.91	0.85
chr21_+_42896927_42897047_42903182_42904276_42908864_42909105	0.07	0.12	0.18	0.13	0.09	0.11	0.18	0.21	0.07	0.15	0.03	0.02	0.02	0.02	0.09	0.07
chr21_+_43959789_43959859_43960632_43960779_43967946_43968005	0.1	0.06	0.03	0.07	0.02	0.07	0.12	0.14	0.04	0.08	0.1	0.07	0.06	0.08	0.17	0.23
chr21_+_46635681_46635763_46636439_46636547_46636896_46636990	0.47	0.32	0.47	0.53	0.27	0.21	0.58	0.63	0.04	0.09	0.45	0.41	0.38	0.35	0.52	0.47
chr21_+_46635681_46635763_46636444_46636547_46636896_46636990	0.22	0.07	0.24	0.16	0.04	0.08	0.16	0.08	0	0.02	0.16	0.06	0.1	0.08	0.09	0.12
chr21_-_6492131_6492197_6493044_6493110_6495993_6496080	0.07	0.05	0.07	0.03	0.1	0.2	0.03	0.03	0.09	0.06	0.19	0.1	0.08	0.04	0.11	0.07
chr21_-_14961235_14968526_15014344_15014466_15043495_15043574	0.41	0.56	0.87	0.81	0.38	0.33	0.61	0.73	0.63	0.59	0.76	0.74	0.75	0.75	0.68	0.78
chr21_-_17598721_17598824_17604145_17604276_17604860_17604997	0.08	0.12	0.13	0.1	0.09	0.09	0.05	0.03	0.02	0.08	0.48	0.43	0	0	0.1	0.06
chr21_-_25982344_25982477_25997360_25997416_26000015_26000182	0.29	0.26	0.5	0.48	0.39	0.39	0.56	0.53	0.44	0.5	0.59	0.57	0.36	0.3	0.41	0.41
chr21_-_33582165_33582246_33583488_33583666_33584590_33584768	0.91	0.86	0.88	0.87	0.81	0.49	0.89	0.97	0.93	0.98	0.72	0.69	0.97	0.89	0.94	0.88
chr21_-_37232377_37232451_37233362_37233442_37238460_37238609	0.85	0.73	0.89	0.87	0.42	0.78	0.48	0.57	0.72	0.81	0.87	0.91	0.89	0.68	0.75	0.88
chr21_-_39178449_39178647_39179924_39179986_39180285_39180436	0.84	0.86	0.88	0.91	0.89	0.97	0.95	0.95	0.89	0.85	0.81	0.86	0.87	0.89	0.81	0.9
chr21_-_43095702_43095743_43100453_43100519_43101366_43101432	0.08	0.05	0.07	0.11	0.04	0.03	0.02	0.25	0.17	0.12	0.1	0.14	0.05	0.06	0.13	0.08
chr21_-_43100453_43100519_43101366_43101432_43104315_43104402	0.05	0.03	0.03	0.05	0.1	0.1	0	0.07	0.05	0.04	0.07	0.09	0.05	0.05	0.1	0.07
chr21_-_46195676_46195756_46196202_46196267_46205836_46205941	0.89	0.87	0.72	0.82	0.92	0.79	0.85	0.85	0.88	0.81	0.79	0.73	0.76	0.87	0.97	0.92
